1135,12078,14934
8801,17297,1355
9805,9857,17750
885,631,19965
9944,14106,14487
15189,14155,2176
6895,4080,2805
5899,19247,12763
2686,969,7893
10752,11818,11232
5757,2558,14533
6446,5342,19882
9107,9129,3116
19358,14991,3508
14127,14446,7203
1402,3625,19562
11910,10289,19639
145,18840,4040
12908,14554,15598
19478,12852,5766
6192,8555,7256
19262,18354,4495
10614,17135,8909
186,13572,11137
3746,8654,15086
4639,5378,12413
2514,11694,19410
10972,14186,5382
5754,16671,17700
18733,16854,5175
17586,18804,1967
3127,11009,16767
4231,13462,6294
723,12505,11914
8429,13426,10458
15316,11245,7064
1962,13975,5286
12352,5759,18903
13794,3913,1695
16940,1341,17053
1292,13368,14872
12625,4953,13745
456,2132,10757
2904,482,14280
9234,11180,13980
9824,13900,3030
8243,18347,13589
7920,15853,10007
15409,9285,8583
18456,18373,12157
465,12355,5387
8190,1731,12800
15620,5798,18472
6928,12434,1864
16485,9598,17427
4079,12972,6060
2401,14223,2196
7438,13353,19622
3021,13267,1123
6847,4865,19245
10015,1330,2467
1193,14071,2008
18158,8145,4532
11212,19710,19867
16220,17106,19712
19421,13715,4929
19777,16306,12744
6002,17985,7500
17729,462,10906
14150,5228,2103
19305,4138,890
2014,2900,8410
1075,19847,13763
19292,1447,11469
4296,19572,10203
18622,5152,15138
13081,558,10656
6483,12859,11344
12897,2133,10980
19466,19189,6003
18979,9470,10300
12274,11955,15796
9288,10975,18404
3274,9282,668
7183,12483,17033
4327,18496,19889
988,18842,18212
2033,8924,5298
29,10666,12673
2324,2221,17564
2327,19456,13053
6111,12321,8406
17703,3825,16191
16642,7463,4759
1511,12807,4857
1941,3638,15290
3827,7384,2346
3313,16543,15052
3664,16868,14293
9740,14281,15237
7150,8792,14062
19716,12065,19771
19171,15933,15377
11452,4590,14225
4149,17634,9574
17599,11774,2229
10588,73,19620
4991,6036,8760
13697,17861,6022
10414,5509,1116
10857,8499,7650
9427,16451,3091
18834,9682,5236
9240,13483,10532
13943,2858,14337
8305,18539,6564
7895,8287,11467
14484,14704,8365
10223,14827,7400
12947,17351,3133
19598,2191,5140
5864,11747,12629
2515,19615,13261
16632,1345,14614
6066,509,10085
9356,13827,3027
14184,15112,10556
19056,11762,6508
8203,4839,1057
10119,1178,17908
6650,867,5432
10645,8538,7214
19913,2431,19698
5944,14598,433
14049,7048,8733
10716,10557,12788
7583,17530,12485
18002,9093,17302
2703,9958,5383
14754,18720,12671
6331,1470,18903
2523,13943,6017
13544,1579,19542
223,15189,18225
13114,3638,9596
8624,9993,12473
8886,18036,8105
3446,7307,4998
3373,3815,15278
4258,13908,18226
10363,15214,14518
14136,109,722
17752,10028,9620
1018,13181,2778
18827,16853,13618
19742,6123,16644
692,3189,9311
2149,12256,8431
9120,1851,3140
1713,10963,6864
551,9031,12774
3988,5965,16164
14168,8017,9730
14397,17186,9371
12342,15956,132
6723,16966,5700
97,16920,2294
751,19508,1901
14501,5740,15942
1023,3252,1545
16021,6081,11511
17981,18862,6140
309,9652,16652
165,18741,4002
5980,17380,11219
17529,5961,6491
3890,3144,1293
1423,10227,365
14025,14308,10060
14571,8771,3038
19305,15115,15633
16991,20000,13788
3190,13513,94
19898,11530,8761
29,1795,1243
16564,6988,5930
7895,8358,10419
10595,1514,5694
18458,12901,16396
9254,15172,8498
11703,11593,5908
8951,10734,5174
18118,15207,564
12767,18515,18517
16937,2297,558
12477,4974,4448
10986,15620,3733
14512,8820,17125
5026,1739,8493
8680,8816,7821
7582,3737,13305
770,13349,19426
8131,945,11985
15112,16654,285
11586,14490,7807
16525,16850,11922
10143,8045,3581
19516,16028,19154
14583,15794,9183
18207,3509,1224
13335,14833,8287
15520,1985,7665
9352,11474,4293
3605,1766,9032
19077,1400,14178
1570,5809,13870
9121,4457,12986
10527,6899,17916
10621,14825,7040
6558,18810,1223
8759,15781,7970
14563,304,16253
18726,17623,17396
4060,10424,12957
1557,2949,18335
10485,12774,1650
12140,13018,2113
1348,9400,1354
17134,4390,13971
12717,526,14226
9392,3959,19082
13907,13651,19139
10034,12235,9573
8044,3719,16577
2065,8280,13537
12465,12753,12459
1748,10530,9383
8174,18030,9573
1425,19453,1323
9766,10615,11981
9734,5067,10416
4946,1635,1747
14815,17137,16003
463,4748,16865
16278,16471,14695
8244,17072,17950
6773,9838,13135
840,12217,11326
5720,5200,1999
18353,6944,10892
7652,14161,7712
17714,5716,8055
3933,3107,14277
10492,8159,3800
16521,8989,17860
7527,3672,5210
10087,14793,10048
7709,10603,17275
1610,2056,18520
3125,12352,3669
6582,14431,4456
1692,6293,16472
5178,11047,4486
13545,15684,12272
6543,1624,19999
12039,8414,7857
6048,3314,11051
10478,3513,18520
8684,15672,12322
8117,15375,594
12388,12739,5127
15571,13808,8249
7867,3943,5279
914,3672,9156
10631,18438,4944
19551,6548,8386
11528,1184,5770
15842,18642,9449
7010,4473,10575
11481,18647,4382
19717,2436,13393
12239,15811,10105
9245,6228,11270
5339,3654,7446
8588,13114,6572
7687,14544,6276
13102,9480,3978
6565,12300,7756
2741,19625,2284
5940,13094,7656
7556,15174,16009
12752,3836,10298
7822,2254,3606
11966,6859,11647
7781,5846,8602
14408,13461,9664
5964,19543,927
2416,17973,4999
17293,13752,16262
10206,17529,2115
12106,13943,8157
9466,13442,7826
7034,4877,11710
10208,19852,17761
10586,6535,6453
2183,4821,11341
13904,9625,2727
9931,14351,7009
9926,8237,6242
15637,5530,19651
1678,16859,11448
4213,1981,17066
12627,13951,2744
15809,6675,295
7230,7124,18281
13730,9098,744
13580,15704,18368
1808,19859,1733
472,19518,12503
6504,8837,11202
5419,7928,8142
15465,12031,11740
13329,12500,8032
10199,15689,10872
7150,7859,14592
16358,5187,1302
18894,2724,3242
10207,16629,17507
10166,13747,7029
4735,12392,8847
16104,15658,14964
18560,153,6754
4687,3728,5535
835,19488,5520
961,10572,1801
8131,6159,13199
18055,13468,8617
13920,19303,8336
10979,1085,13471
12647,14754,18257
18996,15029,14445
14569,3779,8074
13466,11989,3468
5914,8911,18904
10719,6658,6210
14602,3443,9790
14670,8288,17819
13821,15276,6166
428,10351,17509
12347,12138,15178
1019,2712,14005
15946,6426,9845
3090,8287,5394
14550,14427,16333
14873,8679,7738
5360,5057,8905
8701,14240,6892
3778,4135,6986
1310,18339,15436
2272,19741,2913
7066,9386,15069
19502,8552,9278
15742,365,15386
16142,16995,3533
12305,16712,17165
7516,9054,5695
2006,16365,15924
1238,17230,10146
14257,1028,9573
7370,6042,18106
17928,11180,18330
18575,6968,3304
6506,12619,2726
9449,19445,5711
6977,7195,7559
17001,1621,4633
3671,18136,15757
2499,18989,8706
2606,2281,18956
5346,2712,1983
3685,4930,4799
15474,18112,10883
15035,14065,18835
6352,10451,16813
7023,775,17762
5895,18290,16987
6282,13077,4112
17011,5873,3811
18938,6947,15959
11665,11080,14157
8381,16991,4617
10211,15573,18372
14586,19281,8827
6788,11657,16291
12064,5434,5424
13230,2676,2079
13376,9654,15607
13665,5685,3612
2797,17700,2595
18916,4415,9363
9503,322,11169
7345,14815,7919
644,5298,3130
2164,9086,1052
1192,9486,16817
13509,10623,14312
6276,13362,6231
7922,14396,2019
8667,4523,13544
17804,16379,891
13805,17174,18540
11365,3433,5042
17245,15430,1915
15382,12015,1378
4181,16466,10443
7117,2954,14969
10202,4714,4894
4855,19645,553
6819,17966,19360
1526,17229,14481
9325,19077,6925
1166,5499,3836
18043,96,1512
11828,18403,17400
7676,5768,6950
10654,1684,18452
2862,2083,5223
7893,19175,16494
14281,4243,11253
12906,15651,3517
15514,6811,8415
19079,4169,8274
1001,13941,18664
10150,15416,17200
6056,17623,17384
2839,6347,13071
7934,2175,4110
12212,6998,5311
7909,17866,5466
647,18148,13827
1658,19725,3326
13603,8524,19365
3488,6933,4078
3170,15456,2346
15129,10324,8064
7148,18791,8075
13897,6640,7927
10651,18815,12747
17496,18704,10800
6648,16310,18676
15500,312,4476
7517,2217,9650
3741,8880,12067
1508,19837,15846
13878,13847,656
10995,17611,14348
13798,17374,187
8881,6578,19733
9171,12552,5630
9837,112,7724
69,2240,17577
18639,15844,16814
8397,7712,13968
19924,19516,7978
2486,13838,8093
19456,1527,13838
14691,4740,14635
17484,12117,2751
3561,14479,8419
8960,7719,17876
11477,11765,7491
7740,12393,9529
19434,9414,14619
6125,19872,11026
7261,5262,16890
13314,6040,9271
2807,7478,494
7633,13408,2995
4469,6868,14616
12015,19294,10784
4097,16903,13506
17667,6430,8527
13613,4520,3030
1512,17645,18629
470,19737,11736
18466,12390,8735
19301,13315,8482
6265,10147,10710
2718,355,19392
1845,11899,8848
15702,11046,7908
13829,14704,1270
5432,12734,3111
247,14461,14734
11214,8913,13100
18873,9220,3147
7288,19935,8543
2264,13824,5834
13375,17832,683
7500,11763,926
5878,1681,12695
6239,5911,2632
1933,11507,12896
12671,5490,10013
9015,18025,17606
9497,19532,3201
10774,5707,19985
2881,15323,18683
2022,1129,13439
19103,13508,19970
13247,15106,12262
13598,6752,13205
13921,13622,1911
8044,7008,17757
16158,16842,1128
16556,11968,17447
6695,12421,6699
5883,19973,5
13970,8943,10710
10255,3945,14119
3608,19983,13260
3695,10491,18572
11769,2997,40
14038,3118,18310
10785,10283,10946
15228,2218,9778
13436,13895,12934
474,1613,17734
3673,15558,1709
10150,19707,6396
4474,9497,7955
4070,249,501
12404,14579,18184
13263,7408,183
4321,1698,15387
13322,5960,2429
6904,14514,19446
19612,16312,19614
17056,15504,2681
13520,799,13152
6706,12840,674
791,1304,14204
10099,7565,3276
19942,13236,2395
4880,9094,12209
18222,775,9191
14739,4607,15494
7720,18896,741
3692,7371,14772
18481,3631,3398
12185,9881,10224
3887,17280,14136
1579,12511,13583
9859,8997,14470
15934,18682,15513
14173,6725,1538
17740,15269,6600
10666,8784,10455
409,7993,17638
4286,15975,6716
13345,4186,15449
16324,11333,19741
3404,15351,1539
2467,10756,7641
8319,5924,9546
11546,10103,9457
2774,1867,3373
10475,17639,11310
1777,8055,4621
19830,7692,18837
17963,4564,16456
17793,12994,16977
2691,7355,14217
6418,14435,18761
4150,5143,4947
6722,15854,7360
17670,6929,10855
7272,11257,8033
15661,7439,916
14515,1420,13254
16482,9557,15533
7720,4640,9886
12025,2653,8503
13276,3540,17196
16026,6890,6277
9775,7496,16001
15477,13648,8294
9815,7937,6301
2863,17232,17186
19468,13266,4912
6902,19119,2203
8989,10218,11067
10201,7123,19331
14772,8554,12893
3564,15559,17189
13327,17956,16648
3029,11754,15572
19325,3667,5029
1381,19805,2249
15233,3064,5295
9006,12191,18928
3282,4602,10632
13788,10169,6366
5776,17381,3709
16206,9976,760
4519,3160,8989
9693,10301,8886
6520,97,460
7757,3086,9269
868,9755,18136
18809,12370,19687
18185,17407,9211
7073,9672,7217
5514,19806,7664
2084,12478,10360
7616,11028,13659
11124,11733,2279
12691,15966,6322
8391,717,11064
2851,9045,5603
8735,18984,12758
11556,6174,14866
15355,12414,15671
2210,973,19835
12475,15452,12686
64,10385,6351
15716,4127,11117
17532,11853,11888
19346,5611,18832
11093,16838,7334
6512,10050,11715
7987,14853,10669
19832,10487,403
18546,16709,2643
2584,18247,3099
7667,4842,7590
6223,1202,17046
16646,127,37
13517,14064,1078
13534,13307,10533
11737,17135,13226
16514,18983,3868
11802,1488,13915
7162,15529,13207
183,9746,6402
19103,11291,9673
4058,19459,13610
14917,9341,1767
17842,13577,15043
8851,3456,5859
10174,658,9797
7501,4138,3490
7015,1597,14031
2545,12557,18202
15017,578,12416
2721,11821,19352
19796,11018,8518
11678,19087,3400
13554,7310,4521
7677,13739,12906
6574,166,12038
7637,15349,19506
1610,8725,11059
10524,18524,9204
13925,15267,14833
7459,6957,8279
19851,12603,7338
19865,18698,13673
10137,16021,16552
11837,1088,332
18826,8277,11281
8400,7238,4983
14279,17472,7474
1884,2886,1448
10549,9685,19900
8394,6555,8146
16,7939,5006
9954,11345,818
6301,9541,17517
1381,12182,4717
11840,19068,2491
15249,7208,13780
2028,14431,14017
17934,18934,18364
1681,19729,17331
8573,13331,17519
17023,2320,15471
13923,11232,15070
8423,19592,11557
15270,14955,7798
8212,7743,19437
14016,1724,2618
2069,1725,13607
17133,10994,5647
5141,17396,2031
12370,19312,15602
1167,12412,13999
845,2320,4783
8280,2062,2146
16246,10874,17717
14180,9642,10795
5016,18077,15282
73,10314,2550
12250,7464,10332
8508,16951,17609
2564,10202,15321
1343,18539,7313
16346,14346,12622
12147,17432,15650
6814,15552,19482
17369,8370,15801
11863,4854,3743
2017,19119,1601
891,11864,16575
11061,8375,11187
10410,18401,12849
19120,6637,9790
11335,18034,8044
19648,18956,7877
13160,5043,16129
9771,8138,3237
15943,6041,8242
13238,12317,13269
5872,8359,17048
19491,13312,5905
12631,3659,6902
15431,15247,15705
19168,5855,2479
10134,18796,11191
4021,17160,15152
19384,19412,580
6769,10690,14276
9618,18065,17308
9845,9671,7472
168,11328,17131
13629,9149,17285
3336,3055,11207
6177,10865,17945
7896,7199,18208
18144,15086,866
16360,9050,4258
16562,8791,2153
847,15791,8870
2175,19680,6203
18386,18746,15887
441,497,4643
10303,11229,10991
11635,1911,9121
11512,4836,5201
9888,10791,15685
19606,9329,18359
14040,6053,6208
8719,1058,17952
211,7324,17526
17785,16981,5291
10280,3193,9813
8486,5454,8671
9205,16813,16058
16044,5921,19792
3812,19743,878
12464,12743,6560
4349,18536,19643
16702,14830,6296
6684,1359,4692
14303,3881,7473
18266,1566,191
9709,11060,5853
16344,5396,1148
18091,1732,8196
11983,5461,780
18546,7581,12441
8111,10599,10396
14870,9505,17496
4421,10008,10452
10944,376,12328
10187,18730,16336
16861,17864,1387
6173,18443,899
15737,7168,4611
14434,10021,14326
7741,17595,15990
10922,16550,11036
10880,8201,9510
8841,2168,2705
7976,5728,915
6326,9673,1021
2837,5542,5273
15994,13159,3885
5591,7967,11783
17547,5099,2145
6427,8294,17693
8772,411,18083
588,3204,7945
15397,14367,9585
6693,6937,6617
4326,4996,19377
10852,8680,18767
1927,1371,7743
10710,13373,13674
13694,11982,15461
14198,6075,2820
6905,4400,17510
7359,7206,16120
4039,2618,55
12805,10011,14989
14036,3434,1286
10049,13285,129
16170,12200,18241
10546,3360,14238
17735,5357,9613
14284,90,15232
4464,1215,1270
19734,17683,9093
15130,3099,8996
1171,6712,18243
208,18872,14265
19723,19685,10426
18537,18672,1317
4281,1497,4025
1793,7604,7567
4497,5201,5671
378,5759,19124
17666,12164,16411
17024,6532,4887
3220,17573,4273
11123,12967,19708
13505,644,13063
13823,12246,5127
15198,7610,589
2083,1650,17674
3151,18925,14932
2572,8829,12390
4706,3862,3202
12930,8644,5849
7839,15732,18440
8565,1470,15716
7035,1937,14834
5070,9542,15446
2168,4046,7175
560,16045,11144
3021,10488,13161
16655,3317,12283
5512,17901,14137
13130,14477,4169
856,16699,950
4168,2759,5962
18151,7677,10429
12907,18701,19642
19244,12882,218
17485,11082,15621
7790,10121,7319
13576,13195,8982
2869,6265,17763
8582,8608,10355
15787,9836,19962
3899,18521,8200
2249,14670,8177
807,15322,14251
5686,843,14785
3553,10333,17971
1639,14694,8671
12548,17900,7492
11264,16955,11196
4568,11015,8432
4099,15437,12722
14381,18491,2931
5250,11859,11598
6946,15093,3122
1016,13543,2866
8078,6219,7249
12699,3585,7222
7117,4534,19598
18167,11003,441
5903,9398,3959
18935,5256,18084
1996,570,15672
14790,17552,12732
945,8145,12136
12654,7270,7745
1383,12894,889
13958,12640,13059
13378,18169,18007
8562,1713,8563
15012,797,18623
2164,16916,9206
1847,17873,4652
3341,9337,1323
8722,16391,10017
2598,17766,9442
9709,10186,19339
8022,16771,16
8656,2826,15042
9573,13184,16452
14637,7899,15372
18294,15738,17130
14301,17582,1177
8440,19449,3961
19666,5081,12582
17165,10596,8980
2807,566,14246
9628,18054,14337
13975,3898,14048
18086,7738,7125
8799,16664,13828
9871,13382,18922
4484,1966,9980
9831,8287,653
2183,18381,19034
2742,9729,9399
11498,10690,5257
3984,16869,15501
15976,11756,3478
13543,6148,10595
19313,14236,12722
4536,9146,2461
1272,15637,3037
19421,13525,16195
19460,15382,6214
18711,6214,10694
13274,12996,5412
11396,11423,1583
4593,9129,3451
19328,1235,4005
15090,6260,7064
18221,37,7994
3510,17260,4366
18781,6920,13621
6016,12901,9042
11455,12289,16537
19573,15285,8311
12452,221,16753
11836,982,12350
19315,18120,7919
1601,16951,17674
10981,9149,1833
2620,6779,4587
3121,5773,12943
5744,6667,18197
543,14691,7352
5333,12071,17372
17320,9202,8067
17230,73,13273
15205,2725,11238
5052,2362,10033
15459,9198,8556
5920,12320,15606
4307,14439,9787
4555,18674,13896
19068,482,19743
11503,9100,12957
10339,11173,18119
15763,10565,8776
18957,3330,2535
6537,1409,14108
14943,2311,19636
9819,9683,12095
6771,2889,1396
12714,2973,7415
8255,4653,19762
10588,13462,387
10526,15620,9874
13880,10296,19846
845,19196,7493
14888,38,15258
6735,9030,13839
12341,14468,6128
11637,17128,12922
2034,8927,1306
3287,16683,6975
14600,713,19416
10095,14882,941
19747,11695,19861
793,11667,126
7457,19437,18837
6493,14926,6873
8763,17639,13387
7609,11331,3663
19242,2225,18517
12954,1546,19866
1373,10153,16615
409,17415,19322
15698,11871,4214
7850,11071,5444
16470,6746,10445
10678,4457,10208
6530,15830,4601
8570,8807,1504
299,1922,5691
4748,12859,3914
6114,1821,11168
55,4344,6633
18666,6337,9613
12992,13480,11505
5103,13245,8743
7943,10457,9162
17364,9341,19141
3577,15796,7022
4124,5353,17794
2963,2521,9230
8949,2946,15731
4393,5127,7171
3972,803,1948
17086,12610,19742
12380,3313,188
9814,5898,10703
5084,15977,4558
3059,13628,15027
9563,8651,16082
1891,10429,12994
978,17776,19949
16911,17335,1071
19119,6319,597
19340,4256,19377
5469,12475,3579
2828,5442,15470
11280,8415,12956
17247,18601,19932
13943,13526,15782
17994,16425,14269
5958,18591,6199
19583,8897,19597
8686,10435,17912
13114,6862,9735
80,534,3782
2468,2694,12682
7319,7033,9165
2294,4148,10338
7862,4477,2506
5240,3012,14492
18144,2045,4081
1666,16311,180
14342,6611,2263
9160,9695,18070
3132,2214,10496
9504,8033,13884
9871,1615,6854
611,17655,4188
8659,10608,10717
4148,7493,12019
2057,6948,17907
4378,19659,13634
14176,12657,13635
9276,7008,17184
5124,2691,17634
14070,2159,270
5874,8461,7964
7915,5566,15677
13820,4237,18803
13156,18143,13786
18421,11505,2703
9069,19007,14330
6543,7751,2174
5463,19633,15763
810,514,17311
5069,8284,5638
1388,3857,20
7654,694,2044
6779,12611,5278
9956,11243,1264
12854,6058,2492
19624,10927,2492
11128,241,14793
7878,16271,9803
10603,85,18055
8981,16262,2590
12151,14524,6757
13533,13938,6970
12746,15475,18471
1683,669,10484
68,416,13083
4802,1073,793
2316,14390,13774
16254,9771,9693
14003,5204,14264
8036,16306,15180
11922,18846,613
13314,8485,3699
11103,14785,15521
6115,16438,10111
10096,10075,4597
205,16953,17334
7212,13594,18352
556,14128,18092
1336,11905,9692
13564,9643,10031
6917,674,16835
13738,3238,15310
453,15702,2297
13474,17021,5613
9395,5175,5397
8550,8609,8968
18519,14272,14375
12736,9856,2547
17265,1400,12514
4295,11538,17252
5232,3302,18733
3503,19794,10024
6249,3283,176
8285,10446,16384
15384,10085,979
15348,15946,9175
7374,615,13607
6231,4599,17242
9539,5510,10123
13527,17460,15291
6355,8073,15198
7595,19721,17636
14485,10816,14964
16768,360,16156
2543,13111,9323
14315,12390,13494
14728,16755,13011
7579,4366,14813
3578,6978,11741
4057,5963,15799
4282,8423,16686
9983,15062,11402
536,15572,8047
11982,1202,14657
15071,14194,5281
2473,17352,10787
5431,2787,18713
1577,7049,4341
1,11359,6630
10030,10106,12259
5001,14071,19686
11431,3134,1225
7595,12485,19494
12704,12778,6934
15362,8074,14646
6564,7700,19876
14992,9033,1562
2440,15824,11526
13773,8030,4705
9302,12041,6994
12751,19852,18508
19424,14064,8450
6910,15695,2416
17929,952,2900
5499,988,15811
1797,7636,10250
14836,13580,11014
11258,12781,16517
10659,6665,8044
16426,10774,13018
9313,4593,6856
16532,7962,9166
13897,2365,17724
11157,10858,9662
11757,869,16709
16283,14410,549
15307,13147,17032
4674,7247,18132
7668,19741,10620
2870,14479,253
14022,18970,4358
10324,19710,6476
13411,2542,14345
1397,17809,3095
15530,13102,15857
274,6691,6146
7674,4831,11869
14840,14331,19793
4745,4119,16652
3352,1902,19082
904,16343,3156
10352,19583,16326
5510,5598,5334
428,18751,11464
6701,14773,18910
14149,1940,13233
4067,5101,16930
6306,16045,15272
17334,8940,1353
11751,19221,169
13002,19170,11553
13970,12552,11315
18488,19628,5544
17155,17015,8384
5509,13991,16834
11641,2839,4234
8291,2004,19359
5167,10890,179
18779,12370,5029
7340,13181,5331
3938,16647,10346
6373,14196,13285
1125,15334,12685
16208,11159,4027
253,17722,10295
11009,6477,2833
14022,1391,5901
9611,3837,18637
1961,6013,16596
10111,17919,15131
12429,1911,7116
9318,8276,13745
7198,19907,15684
16503,13053,1708
17227,19276,5294
4265,15352,13570
4223,18835,8012
12705,11966,10016
5110,13932,13094
5028,13670,3386
11450,1598,14595
16811,16685,18900
9734,9485,11487
17302,15808,14121
8920,6363,4164
15747,7808,1534
13420,647,16358
17572,13429,19889
1547,5466,6608
12825,10684,18966
9634,12289,19126
5743,9321,8019
17450,8954,1516
13904,6986,525
11271,17904,9560
5424,7093,18005
11847,7017,17224
14774,15010,10341
14202,5578,8088
18985,17249,10728
13775,9991,5636
15554,2351,14139
13813,369,18516
13712,16171,7213
1003,18999,9564
4214,824,13582
14195,15453,8236
13754,13321,1047
4743,4565,4942
3545,17993,14220
11555,5667,10693
15527,12590,18885
17449,5367,10886
2937,10676,11709
242,3129,3506
19390,15060,9111
19957,16120,12575
8914,16480,14195
1064,15099,5640
235,11563,2261
9685,13294,17597
17903,3278,15095
4147,6520,15816
10962,7773,10904
9509,10561,16557
8868,16100,3180
15762,17453,15071
2035,11337,7700
9092,3285,7900
3866,8095,347
111,17624,2213
16602,3283,16695
3921,16854,17779
1928,11658,8214
11228,11926,2313
7344,18643,245
4935,3144,6820
9639,2491,10794
692,2863,1320
3578,7601,15814
15069,18721,1791
13230,17472,2950
12073,11813,3243
1393,14676,13816
2832,7623,15255
16440,10966,13538
6387,19760,2013
3713,6503,13213
4766,8990,4767
16981,6034,19703
3871,10894,7812
7123,9809,12479
19383,26,10799
3432,12325,10373
138,16443,1291
6255,11934,15376
6478,19700,12879
14742,17006,8555
7128,18453,17501
1365,14466,7064
6601,17467,6550
17743,1695,4493
6796,9084,16655
7405,4738,14614
18126,8813,5140
5632,1580,18109
2507,2821,9105
5077,8122,13168
3206,17096,13815
14849,2482,17643
9331,3103,17750
16509,2216,15374
9204,6003,10801
16347,3293,6771
19066,12807,7674
6403,7449,3433
10419,12685,17262
16583,16716,5821
13796,14586,18009
18175,7080,13634
14070,2442,18413
8922,8394,627
13900,16064,8485
18314,2293,4144
18379,7103,9407
18747,9852,16638
3418,13022,1619
15912,5727,14993
10238,17564,6415
9900,4033,17854
15487,7573,10932
4770,1436,12540
13159,7699,10784
15879,15094,8559
5035,3983,3341
16742,7418,15641
8568,10274,4481
4177,19381,1205
1064,3127,9684
5790,6393,12640
14590,2306,964
19897,4722,12812
6632,14493,4925
1954,14625,11453
14424,13438,19760
2257,4762,12399
2957,13619,80
12531,13272,10008
1334,17942,16267
7033,4790,11859
4864,16591,18417
11958,934,15668
19954,14567,95
5058,18772,17389
14536,6337,5538
11703,13191,1993
17797,10288,2081
15543,11647,18174
10825,11611,14391
9342,4151,182
6668,13743,12110
17527,4494,15902
9167,3615,19644
12456,2846,14437
1560,19163,566
8933,7850,5556
9884,8583,17628
3842,13141,12629
19689,308,14397
4314,5933,17280
19452,16679,16907
12824,7105,3946
10217,18772,8196
6739,18820,9560
145,6676,7951
12345,6105,6424
671,17747,7874
15254,456,10655
3872,5716,14408
11574,13073,15023
6750,15605,14087
7324,3248,2089
13143,18021,11562
3719,4412,10655
7774,16832,2281
6916,7286,7004
8909,12622,11971
14509,8404,9462
12163,3632,2682
9930,9172,18568
18067,15769,13153
16045,14148,16985
1615,1067,12045
3732,1142,13151
8643,14160,5910
12400,10229,12675
15837,18851,661
16138,3576,18604
6649,8231,6846
10411,19635,17644
6269,441,12384
3498,6936,6132
2229,15486,5560
6605,19724,15138
482,2694,17655
8775,19588,6057
1139,5128,9457
9587,2552,15346
14459,9598,18287
8192,19845,3170
15471,1593,8745
3319,11060,15841
16886,18327,11330
18930,6798,19275
15132,9327,14333
19849,10820,14361
15524,12938,6977
17334,14293,16675
6006,841,13805
7460,11666,4015
17971,2905,7216
3406,1927,13855
11591,12457,19449
10527,15492,12173
10325,165,5322
15184,17623,8959
2651,9416,2030
7014,18413,6768
5158,14676,7602
19383,1465,457
12502,8081,1914
6584,3493,13357
1541,6542,13690
3882,4757,10074
6867,2073,12197
609,2319,18263
8962,14145,13430
2536,7403,14688
10898,14723,14241
10258,12392,3272
9956,15021,11087
